,Year,Month,Day,Amazon,AMD,Apple,Cisco,Google,IBM,Intel,Nvidia,TI
0,2008,1,2,96.2500,7.1400,24.2913,20.6960,342.9379,74.7463,17.6125,30.4223,24.3111
1,2008,1,3,95.2100,6.7700,24.3026,20.8598,343.0080,74.8962,17.1401,30.1827,23.7775
2,2008,1,4,88.7900,6.2500,22.4474,20.3685,328.8288,72.2046,15.7505,27.6483,22.9434
3,2008,1,7,88.8200,6.0800,22.1470,20.3763,324.9500,71.4335,15.8964,24.7913,22.9133
4,2008,1,8,87.8800,6.0000,21.3503,19.8305,316.1562,69.6771,15.4657,25.3166,22.9208
5,2008,1,9,85.2200,5.5300,22.3664,20.4621,326.9269,70.1911,15.8061,26.6253,22.9058
6,2008,1,10,84.2600,5.9600,22.1943,20.4621,323.6887,71.3406,15.6602,26.0723,22.8682
7,2008,1,11,81.0800,6.2500,21.5298,20.1736,319.4445,69.7342,15.2781,24.9295,22.4699
8,2008,1,14,82.8700,6.4100,22.2891,20.5011,327.2372,73.4897,16.0354,26.5884,22.8457
9,2008,1,15,80.2400,6.1200,21.0748,20.1580,319.1441,72.7043,15.7644,24.6346,22.3346
10,2008,1,16,80.3500,6.5700,19.9029,19.6121,308.2833,72.5615,13.8121,21.8514,22.1693
11,2008,1,17,80.1200,6.3400,20.0587,18.9727,300.6957,72.1831,13.4300,21.4735,22.0115
12,2008,1,18,79.7600,7.0700,20.1173,18.9493,300.4254,73.8253,13.2007,22.8928,22.1393
13,2008,1,22,78.4800,6.8300,19.4042,18.3098,292.4675,72.2688,12.9298,21.7500,21.7785
14,2008,1,23,73.9700,7.5600,17.3383,18.7387,274.5846,75.7530,13.8816,22.1463,22.7705
15,2008,1,24,77.6700,7.5800,16.9057,19.5809,287.5325,76.3313,14.3749,23.8420,22.8607
16,2008,1,25,77.6000,7.1500,16.2088,18.8713,283.4835,74.6249,13.8955,22.9942,22.3873
17,2008,1,28,75.8200,7.4600,16.2088,18.7933,278.2683,74.9534,14.0970,22.7177,22.7856
18,2008,1,29,73.9500,7.6100,16.3995,18.7621,275.5355,75.7530,14.2429,23.4181,22.8986
19,2008,1,30,74.2100,7.6100,16.4793,18.9961,274.4094,75.4317,14.3749,23.2153,23.2606
20,2008,1,31,77.7000,7.5900,16.8758,19.1052,282.4324,76.4741,14.6597,22.6624,23.3360
21,2008,2,1,74.6300,8.0000,16.6751,19.4483,258.2082,77.8807,15.1252,24.7544,23.7657
22,2008,2,4,73.9500,7.9200,16.4132,18.5750,247.9630,77.0596,14.7292,23.9803,23.4943
23,2008,2,5,72.0900,7.2100,16.1277,18.1383,253.6537,74.9819,14.0638,22.4781,22.4236
24,2008,2,6,68.4900,6.7400,15.2101,17.9979,251.1061,74.2437,13.9240,22.4043,22.2351
25,2008,2,7,70.9100,6.5900,15.1154,18.2318,252.7277,73.3478,14.0148,22.6255,22.0240
26,2008,2,8,73.5000,6.3400,15.6440,18.3566,258.6036,74.0143,14.1686,23.0310,22.3181
27,2008,2,11,75.1900,6.2800,16.1390,18.3410,260.8409,75.3546,14.4552,23.1047,22.7403
28,2008,2,12,74.4500,6.4100,15.5667,18.2708,259.3043,76.3508,14.6090,23.9618,22.8534
29,2008,2,13,77.7300,6.7000,16.1327,18.7621,267.5776,77.7054,14.8257,24.9019,23.2606
30,2008,2,14,75.8000,6.5300,15.8909,18.3488,266.3914,76.0641,14.3014,20.8376,22.7855
31,2008,2,15,72.9600,6.4500,15.5380,18.1695,265.0851,76.0856,14.0568,20.5242,22.7177
32,2008,2,19,72.0800,6.5000,15.2326,17.8419,254.7297,75.2542,14.0917,20.2201,22.4689
33,2008,2,20,73.6400,6.8300,15.4370,18.0915,254.7548,77.2969,14.2455,20.0727,22.8534
34,2008,2,21,69.9000,6.9600,15.1528,18.0837,251.6817,76.6375,14.1896,19.6211,22.5895
35,2008,2,22,72.0800,6.7100,14.8935,18.4034,254.1542,77.4546,13.8541,20.5703,22.7479
36,2008,2,25,73.2700,6.9700,14.9284,18.5594,243.4635,78.8951,13.9380,20.5611,22.9062
37,2008,2,26,71.6900,7.1300,14.8548,18.7699,232.3273,81.9770,14.4622,20.7362,23.4868
38,2008,2,27,70.8700,7.2800,15.3298,19.4561,236.6667,83.4677,14.5181,21.0588,23.6903
39,2008,2,28,67.8500,7.0200,16.1963,19.2300,237.9329,82.5934,14.3224,20.2662,23.3887
40,2008,2,29,64.4700,7.2100,15.5867,19.0195,235.8258,81.6043,13.9589,19.7132,22.5895
41,2008,3,3,62.4300,6.7600,15.1765,19.0273,228.7387,81.8695,13.9869,19.4828,22.5669
42,2008,3,4,65.3400,6.7600,15.5368,18.9415,222.5225,82.9302,13.9799,19.2893,22.0693
43,2008,3,5,64.9900,6.8400,15.5206,18.9259,224.0741,82.7008,14.1197,19.5105,22.4312
44,2008,3,6,62.7400,6.4900,15.0767,18.6685,216.5666,80.6439,13.8890,18.2847,22.0165
45,2008,3,7,64.0900,6.4900,15.2413,18.8011,216.8919,81.6616,14.0288,18.0175,22.0919
46,2008,3,10,63.4700,6.1600,14.9221,18.7075,207.0170,81.7118,14.0638,16.9853,22.3558
47,2008,3,11,67.1500,6.4800,15.8772,19.6121,220.1401,83.4892,14.8187,17.5474,21.6847
48,2008,3,12,66.5100,6.4300,15.7126,19.6043,220.3103,83.9049,14.7628,17.0682,21.3982
49,2008,3,13,68.3200,6.7300,15.9507,19.4561,221.7267,83.0735,14.8746,18.1557,21.8808
50,2008,3,14,68.2200,6.3800,15.7849,18.9649,219.1792,82.5862,14.4412,16.8839,21.2700
51,2008,3,17,66.5300,6.3400,15.7998,18.9415,210.1451,82.8155,14.5740,16.4599,21.6244
52,2008,3,18,71.7000,6.3900,16.5591,19.9474,219.7998,84.8653,15.2031,17.4829,22.2276
53,2008,3,19,70.1700,6.1500,16.1664,19.0818,216.2162,83.8118,14.7418,16.2756,21.1946
54,2008,3,20,73.1900,6.1100,16.6152,19.3158,216.9920,84.8080,15.2031,17.0682,21.3228
55,2008,3,24,75.9500,6.2100,17.3957,19.9942,230.5105,85.3312,15.4688,18.4598,21.9185
56,2008,3,25,75.1700,6.3000,17.5764,20.0800,225.6156,84.5500,15.5666,18.7271,22.0843
57,2008,3,26,73.8000,6.2200,18.0851,19.3236,229.3243,83.7903,15.2800,18.1281,21.8280
58,2008,3,27,70.8000,6.1600,17.4854,18.8557,222.2623,82.7940,14.7418,17.8700,21.5566
59,2008,3,28,69.7600,5.9100,17.8295,18.7777,219.2593,82.1132,14.5321,18.1373,21.3681
60,2008,3,31,71.3000,5.8900,17.8906,18.7855,220.4555,82.5217,14.8047,18.2387,21.3153
61,2008,4,1,76.7000,6.0700,18.6424,19.4795,233.0881,83.4892,15.3569,19.3538,22.1070
62,2008,4,2,77.3700,6.1900,18.3881,19.4639,233.0831,82.2852,15.2730,18.7640,22.2728
63,2008,4,3,74.9400,6.2600,18.9017,18.8947,227.7878,83.1524,15.3290,18.4138,22.7177
64,2008,4,4,76.8700,6.2300,19.0850,19.0195,235.7808,82.9660,15.2870,17.3078,22.5367
65,2008,4,7,76.9000,6.3400,19.4353,18.6685,238.6487,83.3602,15.2031,17.7225,22.6649
66,2008,4,8,77.3000,6.0300,19.0551,18.6841,234.1391,83.3315,14.7348,17.6212,22.0240
67,2008,4,9,74.3900,6.2600,18.8805,18.3488,232.3273,83.6899,14.9725,17.9714,22.2578
68,2008,4,10,74.8300,6.2700,19.2683,18.7465,234.7748,85.1305,15.4338,18.3216,22.6725
69,2008,4,11,71.9900,6.0100,18.3444,18.2318,228.9539,83.1381,14.8466,17.0774,22.1824
70,2008,4,14,72.6100,5.8600,18.4242,18.1773,226.0561,84.0554,14.4622,16.5060,21.6546
71,2008,4,15,72.5000,5.7800,18.4990,18.0213,223.6436,83.9766,14.6160,16.6996,21.6546
72,2008,4,16,74.5900,6.0700,19.1623,18.5828,227.7427,86.3417,15.4688,17.3631,22.3256
73,2008,4,17,74.0400,6.1900,19.2608,18.6295,224.9950,88.2123,15.4548,17.1235,21.7074
74,2008,4,18,80.1000,6.1100,20.0774,19.1130,269.9750,89.1584,15.7623,17.5290,22.3181
75,2008,4,21,80.1800,6.1400,20.9651,19.4094,269.1642,89.1226,15.6994,18.3124,23.0645
76,2008,4,22,79.6000,5.9600,19.9727,19.4328,277.7778,88.6352,15.3709,17.9714,21.7300
77,2008,4,23,81.0000,5.9200,20.3080,19.8382,273.5185,88.5850,15.7693,18.8377,21.9109
78,2008,4,24,77.6900,6.0300,21.0623,20.2983,271.7918,89.0079,15.8602,18.3861,22.3181
79,2008,4,25,80.8600,6.0600,21.1608,19.9630,272.3023,88.2123,15.7693,18.5704,22.2879
80,2008,4,28,81.9700,6.0000,21.4737,19.7681,276.3363,87.2161,15.8742,18.2387,22.2123
81,2008,4,29,80.7400,6.0200,21.8241,19.8928,279.5145,88.0475,15.8113,18.6165,22.4392
82,2008,4,30,78.6300,5.9600,21.6869,19.9942,287.4324,86.5066,15.5596,18.9391,22.0610
83,2008,5,1,79.3600,6.2200,22.4412,20.7974,296.8368,88.5922,16.2796,19.8146,22.3938
84,2008,5,2,77.3100,6.1600,22.5584,20.8598,290.9359,88.2840,16.4823,20.7546,22.4695
85,2008,5,5,75.9200,6.5300,23.0309,20.4933,297.7477,87.4598,16.3487,20.2385,22.1442
86,2008,5,6,75.7100,7.1200,23.2715,20.5323,293.4735,88.0260,16.5807,20.7639,22.4241
87,2008,5,7,73.1800,6.9100,22.7641,20.1034,289.7898,89.3357,16.2924,20.2846,22.3333
88,2008,5,8,72.7900,6.9300,23.0720,20.0410,291.7968,89.8970,16.4542,20.2293,22.5224
89,2008,5,9,72.4100,6.9400,22.8713,19.8772,286.8869,89.2781,16.4331,20.7639,22.5527
90,2008,5,12,74.5300,7.1600,23.4585,20.1502,292.7628,90.1273,16.6229,20.1740,22.6435
91,2008,5,13,74.5600,7.1900,23.6829,20.1892,291.7918,91.0916,16.7073,19.7593,22.6057
92,2008,5,14,74.2000,7.1600,23.2217,20.0800,288.4384,91.7681,16.7636,20.3399,23.0369
93,2008,5,15,76.1200,7.4100,23.6543,20.6648,290.7908,92.4446,17.5581,21.9159,23.7254
94,2008,5,16,76.4600,7.2600,23.3912,20.6726,290.3253,91.9840,17.5792,22.4965,24.0507
95,2008,5,19,82.2900,7.1000,22.8900,20.5635,289.0490,91.0268,17.4949,22.0265,24.6105
96,2008,5,20,80.7200,7.1200,23.1768,20.1580,289.5896,90.0841,16.9394,21.4551,24.3382
97,2008,5,21,78.3000,7.0800,22.2155,19.7837,275.2703,88.9615,16.6370,21.2800,24.3079
98,2008,5,22,79.2600,7.0700,22.0734,19.9474,275.0050,89.7387,16.7917,21.7961,24.0809
99,2008,5,23,78.3500,6.8800,22.5871,19.5731,272.5826,89.3789,16.4612,21.2984,24.0204
100,2008,5,27,80.6200,6.9200,23.2428,19.9552,280.7307,91.6242,16.5948,21.5288,24.4668
101,2008,5,28,80.0800,6.8200,23.3152,19.9162,284.4044,93.2218,16.5034,21.7315,24.5803
102,2008,5,29,80.3500,6.7700,23.2753,20.4387,291.7918,93.3441,16.2713,21.6763,24.7391
103,2008,5,30,81.6200,6.8800,23.5321,20.8364,293.1932,93.1426,16.2995,22.7637,24.5727
104,2008,6,2,80.2300,6.8000,23.2017,20.5479,287.7878,91.6529,16.3135,22.8559,24.3003
105,2008,6,3,80.1100,6.8100,23.1107,20.5401,283.9339,91.9984,16.1307,22.0818,23.8842
106,2008,6,4,81.5000,7.1900,23.0883,20.8676,286.3964,91.7897,16.5104,22.3398,24.1869
107,2008,6,5,84.5100,7.7800,23.6169,21.4758,293.4435,92.4518,16.7847,22.9020,24.2323
108,2008,6,6,80.6300,7.4300,23.1444,20.6960,283.7838,89.9114,16.1026,22.1739,23.6346
109,2008,6,9,79.4300,7.6800,22.6419,20.6103,279.2142,90.5735,16.0041,21.8329,23.7027
110,2008,6,10,79.6200,7.4300,23.1444,20.5557,277.3624,90.6311,15.9479,20.5427,23.0142
111,2008,6,11,77.2800,6.9600,22.5422,20.0020,272.8729,88.6953,15.3361,19.5842,22.5149
112,2008,6,12,76.1500,7.1400,21.6009,20.2437,276.7517,89.1270,15.5049,19.7040,22.3560
113,2008,6,13,79.1700,7.5200,21.4899,20.5635,286.0410,90.7822,15.9338,19.6395,22.8251
114,2008,6,16,81.7000,7.7100,22.0472,20.4855,286.6917,91.1852,16.0745,19.3722,22.8326
115,2008,6,17,82.9700,7.7200,22.6195,20.2515,285.0150,90.0266,15.8776,18.9022,22.6511
116,2008,6,18,82.5200,7.2900,22.2854,19.7135,281.4715,89.3501,15.6666,18.3492,22.2274
117,2008,6,19,84.2600,7.3300,22.5534,19.9006,280.3804,89.9690,16.0674,18.3032,22.6889
118,2008,6,20,81.1000,6.9900,21.8515,19.2144,273.4885,88.3282,15.7299,18.2110,22.2425
119,2008,6,23,80.6800,6.5500,21.5884,19.1442,272.8779,88.8464,15.7229,17.8331,21.9550
120,2008,6,24,79.6400,6.2400,21.5997,19.0896,271.4214,88.8464,15.7580,18.4230,21.9626
121,2008,6,25,80.5100,6.4300,22.1158,19.2612,275.7758,89.6524,15.9268,18.5243,22.4619
122,2008,6,26,76.3000,6.1300,20.9775,18.5750,264.6747,87.1696,15.1814,17.5751,21.7205
123,2008,6,27,74.6600,5.9500,21.2057,18.4112,264.2993,86.3924,15.1111,17.7686,21.5692
124,2008,6,30,73.3300,5.8300,20.8753,18.1383,263.4735,85.2986,15.1041,17.2525,21.3044
125,2008,7,1,73.6200,5.6500,21.7779,18.0525,267.6326,85.8311,15.1674,17.2802,20.9110
126,2008,7,2,71.4400,5.4400,20.9676,17.8108,263.7838,85.7087,14.7173,16.6166,20.5781
127,2008,7,3,72.0000,5.3000,21.2094,18.0291,268.7688,86.0254,14.5275,11.5109,20.7597
128,2008,7,7,72.4900,5.3800,21.8378,17.6002,272.2272,87.4359,14.5626,11.1515,20.7521
129,2008,7,8,75.0400,5.5300,22.3851,17.8419,277.5425,89.1486,14.7103,11.0870,20.8959
130,2008,7,9,70.6100,5.0600,21.7243,16.8282,271.0461,86.6443,13.9298,10.8934,20.2301
131,2008,7,10,70.6300,4.9600,22.0210,17.2571,270.5555,88.6449,14.4994,10.8658,20.6538
132,2008,7,11,68.5400,4.8400,21.5161,17.0154,267.1672,87.8821,14.5134,10.7552,20.8051
133,2008,7,14,66.2800,4.8200,21.6782,16.6099,261.0711,87.4647,14.3939,10.2667,20.5176
134,2008,7,15,67.0300,4.7200,21.1496,16.4071,258.3033,88.6593,14.5626,10.3773,20.4873
135,2008,7,16,71.8400,5.0600,21.5448,16.4539,268.0681,90.6311,14.7033,10.4326,21.2287
136,2008,7,17,72.1100,5.3000,21.4201,16.7814,266.9870,91.0484,15.4627,10.4695,22.0383
137,2008,7,18,69.1200,4.6500,20.5898,16.8906,240.9009,93.4736,15.5330,10.6538,21.8037
138,2008,7,21,68.4800,4.5900,20.7319,17.0309,234.6346,92.5885,15.5330,10.7183,21.5768
139,2008,7,22,67.9700,4.4100,20.1996,17.0777,238.7938,93.5528,15.5330,10.4879,18.4220
140,2008,7,23,70.5400,4.6700,20.7282,17.2883,244.8549,93.2074,15.6807,10.8013,18.9288
141,2008,7,24,78.7200,4.3700,19.8268,16.9686,238.0480,93.5528,15.2377,10.1653,18.0664
142,2008,7,25,78.3100,4.3600,20.2120,17.4910,246.2362,92.4949,15.4768,10.6538,18.1572
143,2008,7,28,75.9800,4.1900,19.2496,17.1401,238.7988,90.8541,15.2377,10.6262,18.1345
144,2008,7,29,78.2100,4.2100,19.5837,17.4832,241.7968,91.8689,15.6315,10.7367,18.4536
145,2008,7,30,78.2100,4.2300,19.9328,17.2883,241.5916,92.7324,15.6315,10.5801,18.6131
146,2008,7,31,76.3400,4.2100,19.8168,17.1479,237.1121,92.0991,15.6033,10.5432,18.5219
147,2008,8,1,75.7500,4.2800,19.5313,17.1479,234.1642,91.1348,15.7158,9.9902,18.3396
148,2008,8,4,75.7100,4.4800,19.1037,17.1479,231.7317,91.7969,15.8354,9.7506,18.3472
149,2008,8,5,79.1100,4.6000,20.0275,17.6626,240.1652,92.7396,16.2882,10.3128,18.9474
150,2008,8,6,78.0900,4.8000,20.4701,18.6607,243.4134,93.3103,16.1326,10.5893,19.0006
151,2008,8,7,76.9500,5.0300,20.3928,18.3878,239.7998,93.2309,16.7481,10.4234,19.0689
152,2008,8,8,80.5100,5.1300,21.1384,18.9103,247.7527,93.0575,17.1444,10.1377,19.5551
153,2008,8,11,88.0900,5.1100,21.6383,19.1988,250.6707,91.4609,17.2505,10.3497,19.8590
154,2008,8,12,87.2500,5.2100,22.0335,19.1052,251.5565,90.4639,17.3496,10.2022,20.0566
155,2008,8,13,86.6900,5.1500,22.3539,18.9571,250.2653,90.8829,17.0666,11.2989,19.8666
156,2008,8,14,88.0300,5.3000,22.3564,19.2378,252.9980,91.7065,17.2364,11.9809,19.5779
157,2008,8,15,86.4000,5.6400,21.9101,19.4250,255.3303,91.2875,17.1656,11.9441,19.3880
158,2008,8,18,83.1100,5.9100,21.8665,19.0974,249.3994,90.0088,16.9887,12.1837,19.1753
159,2008,8,19,81.2900,5.5800,21.6346,18.9025,245.4955,88.5422,16.6915,12.3680,18.8486
160,2008,8,20,82.1300,5.7000,21.9226,18.8947,242.7427,88.5061,16.5500,12.9763,18.5371
161,2008,8,21,83.2600,5.7600,21.7293,18.8947,243.5085,88.8529,16.3095,12.5523,18.5295
162,2008,8,22,85.2600,5.8100,22.0410,19.2690,245.5405,90.2544,16.6208,12.5431,18.7270
163,2008,8,25,82.8500,5.9300,21.5124,18.8791,241.7467,88.7589,16.2528,12.3588,18.4763
164,2008,8,26,81.7600,5.9300,21.6483,18.8011,237.3173,88.4989,16.3802,12.0639,18.4232
165,2008,8,27,81.7300,6.0700,21.7767,19.0039,234.5245,89.1346,16.5642,12.1560,18.4991
166,2008,8,28,83.4200,6.2500,21.6607,19.2300,237.1271,90.0016,16.6915,12.1099,18.7574
167,2008,8,29,80.8100,6.2900,21.1359,18.7543,231.8769,87.9426,16.1821,11.6491,18.6207
168,2008,9,2,81.4100,6.3400,20.7195,18.5204,232.8579,85.5441,15.9769,11.3542,18.5599
169,2008,9,3,80.7700,6.1500,20.8155,18.1773,232.4374,85.4935,15.2410,10.7460,17.8458
170,2008,9,4,78.0300,5.8400,20.0998,17.3741,225.3554,83.0806,14.5193,10.5985,17.0177
171,2008,9,5,79.1900,5.9600,19.9702,17.3585,222.3474,82.5965,14.5830,10.7552,17.2000
172,2008,9,8,81.1600,6.0700,19.6884,18.2241,210.1852,84.7350,14.8377,10.3128,17.0025
173,2008,9,9,79.0400,5.7700,18.9104,17.9121,209.5395,83.1095,14.3849,9.9626,16.4935
174,2008,9,10,76.7400,5.7800,18.9017,17.9277,207.2873,85.2768,14.2646,9.9718,16.5998
175,2008,9,11,79.5100,5.7100,19.0314,17.9745,217.0921,86.1148,14.2858,9.4926,16.8581
176,2008,9,12,78.3000,5.7500,18.5688,18.2942,219.0490,85.9487,14.2646,9.3912,16.8278
177,2008,9,15,77.3400,5.1800,17.4991,17.4520,217.1471,83.2179,13.6985,8.5710,16.6454
178,2008,9,16,78.7300,5.2600,17.4393,17.7796,221.6867,83.8391,13.7834,8.8382,17.1620
179,2008,9,17,71.5400,4.9000,15.9370,16.9998,207.4525,80.5304,13.1254,9.2161,16.7822
180,2008,9,18,76.5000,5.3000,16.7174,17.7796,219.7598,83.1673,13.6278,10.0363,17.2836
181,2008,9,19,81.0000,5.4200,17.5677,18.9415,224.7998,85.8620,13.6065,10.5156,17.9293
182,2008,9,22,74.9300,4.9900,16.3384,18.0213,215.2853,83.9548,13.0900,10.2944,17.2532
183,2008,9,23,71.7600,4.9400,15.8136,17.7250,214.8499,83.3407,13.1820,9.9995,16.7366
184,2008,9,24,69.9600,4.8800,16.0467,17.7796,217.7728,84.1354,13.2315,10.3681,16.7974
185,2008,9,25,72.0800,5.2300,16.4481,18.3098,220.0200,86.7723,13.1395,10.5709,17.2380
186,2008,9,26,70.7000,5.1600,15.9881,18.5750,215.7357,86.2738,13.5853,10.7736,17.6710
187,2008,9,29,63.3500,4.2900,13.1231,16.9920,190.6907,82.6905,12.2197,9.3083,16.3415
188,2008,9,30,72.7600,5.2500,14.1704,17.5924,200.4605,84.4966,13.2528,9.8704,16.3339
189,2008,10,1,69.5800,4.7400,13.6044,17.1167,206.0661,79.5623,13.1042,9.5940,16.4403
190,2008,10,2,67.3600,4.1400,12.4798,16.5319,195.4404,75.6684,12.1702,8.5986,15.6958
191,2008,10,3,67.0000,4.5300,12.1020,16.5709,193.6487,74.7292,12.2480,8.3221,15.9997
192,2008,10,6,65.2300,4.2300,12.2354,15.9548,185.7908,72.6919,11.9791,7.2346,15.6806
193,2008,10,7,58.5200,4.5900,11.1159,14.6915,173.1782,69.1013,11.3352,6.6725,14.8145
194,2008,10,8,61.0200,4.0500,11.1944,14.3016,169.2242,65.4169,11.4980,6.8107,14.6929
195,2008,10,9,56.0000,4.0400,11.0635,13.4049,164.6546,64.2972,11.0381,6.3775,14.0700
196,2008,10,10,56.2500,3.8100,12.0684,13.4360,166.1662,63.3941,10.7480,6.2762,14.5562
197,2008,10,13,62.0200,4.2100,13.7465,15.0269,190.7007,66.6161,12.0216,7.4190,15.3463
198,2008,10,14,55.8600,4.2700,12.9760,14.4576,181.5365,67.6204,11.2716,7.2531,14.3207
199,2008,10,15,48.7200,3.9100,12.2118,12.9214,169.7548,63.7842,10.6065,6.4697,13.1811
200,2008,10,16,50.2900,4.1200,12.7030,13.8415,176.6867,66.1177,11.2362,7.0964,13.3938
201,2008,10,17,50.6500,4.2100,12.1432,13.9663,186.4565,65.5831,10.9673,7.0503,13.4090
202,2008,10,20,52.9700,4.1100,12.2728,14.7851,189.8499,66.8329,11.3494,7.1886,13.6597
203,2008,10,21,50.2300,3.9100,11.4064,13.9273,181.5565,64.1960,10.7904,6.6356,12.8012
204,2008,10,22,49.9900,3.6200,12.0771,13.5764,178.0130,60.3960,10.3163,6.3868,12.3682
205,2008,10,23,50.3200,3.2800,12.2467,13.4438,176.3363,60.9378,10.2668,6.0273,12.9760
206,2008,10,24,48.9600,3.0300,12.0160,12.7186,169.8148,59.2906,10.1041,6.0918,12.8772
207,2008,10,27,49.5800,2.9400,11.4812,12.5471,164.9099,57.5496,10.0829,6.4236,13.4166
208,2008,10,28,56.0400,2.8400,12.4561,14.2782,184.5596,63.0546,11.2220,7.3913,14.7993
209,2008,10,29,56.8900,2.9800,13.0346,13.9351,179.1792,63.7192,10.5711,7.6309,13.8519
210,2008,10,30,56.7100,3.5600,13.8437,13.8727,180.0250,65.5181,11.4414,7.9535,14.6159
211,2008,10,31,57.2400,3.5000,13.4136,13.8571,179.8599,67.1652,11.3423,8.0733,14.9445
212,2008,11,3,55.7700,3.6100,13.3351,13.4127,173.4184,66.9557,11.0664,7.7784,14.4479
213,2008,11,4,58.4500,3.8000,13.8375,14.2938,183.6537,67.4759,11.5051,8.2761,14.5854
214,2008,11,5,51.9800,3.5500,12.8788,13.5608,171.2913,64.9763,10.7485,7.8429,13.9665
215,2008,11,6,47.2200,3.1700,12.3551,13.2099,165.7758,61.8597,9.8992,7.0227,13.0955
216,2008,11,7,49.2100,3.1600,12.2479,13.7090,165.7357,62.6733,10.4416,8.0364,13.1566
217,2008,11,10,48.4600,3.0400,11.9537,13.7012,159.5495,60.9298,10.2418,7.5203,12.9274
218,2008,11,11,46.3000,2.9600,11.8153,13.3971,155.8859,60.1088,9.9420,7.1886,12.9045
219,2008,11,12,41.5600,2.5700,11.2356,12.9058,145.6456,57.9294,9.6494,6.7646,12.4996
220,2008,11,13,44.9300,2.7000,12.0235,13.4594,156.1962,61.1768,10.2989,7.3176,13.2865
221,2008,11,14,41.7500,2.4300,11.2505,12.9604,155.1652,58.3580,9.5067,6.6079,12.3086
222,2008,11,17,39.6900,2.5000,10.9887,12.6406,150.2102,56.2876,9.2783,6.4697,12.1558
223,2008,11,18,38.4400,2.5000,11.2094,12.8278,148.8589,58.1764,9.3568,6.2577,12.0946
224,2008,11,19,35.8400,2.1200,10.7581,11.7595,140.2302,55.1906,8.9143,5.7416,11.1778
225,2008,11,20,35.0300,1.9100,10.0350,11.2838,129.9099,52.1176,8.7287,5.4375,10.7117
226,2008,11,21,37.8700,1.8200,10.2955,11.8296,131.3463,54.3987,9.3568,5.8799,11.2084
227,2008,11,24,42.5000,1.8600,11.5884,12.7888,128.8488,58.0384,9.6780,6.2669,11.6591
228,2008,11,25,42.1900,1.8000,11.3203,12.0246,141.1662,58.5905,9.3711,6.4421,11.1396
229,2008,11,26,43.9600,2.1300,11.8440,12.7810,146.1912,59.3315,9.9706,7.0134,11.8578
230,2008,11,28,42.7000,2.3600,11.5535,12.8980,146.6266,59.2806,9.8492,6.8844,11.8960
231,2008,12,1,40.4700,2.0000,11.0872,11.6659,133.1281,55.8662,8.9642,6.2946,10.7041
232,2008,12,2,41.1900,2.0300,11.5285,11.9466,137.6927,58.0021,9.4781,6.6448,11.1854
233,2008,12,3,45.2100,2.2000,11.9562,12.4847,139.8549,58.6050,9.7493,6.9858,11.6591
234,2008,12,4,47.3200,2.0800,11.3964,11.9544,137.3073,56.2585,9.1141,6.5250,11.0555
235,2008,12,5,48.2600,2.1300,11.7193,12.4301,142.1371,58.5469,9.4853,6.7830,11.1243
236,2008,12,8,51.4100,2.1000,12.4324,13.4516,151.2062,61.6490,9.9492,6.5619,11.3230
237,2008,12,9,51.2500,2.2700,12.4748,13.3815,153.1381,60.0725,10.2061,7.1978,11.8807
238,2008,12,10,49.7000,2.2000,12.2442,13.5140,154.5646,60.1960,10.1847,7.8798,12.0182
239,2008,12,11,48.2500,2.2000,11.8440,13.1865,150.2603,58.5396,9.9991,7.5480,11.5674
240,2008,12,12,51.2500,2.2800,12.2516,13.2489,158.0380,59.7165,10.5273,7.9258,11.9113
241,2008,12,15,48.8500,2.2100,11.8128,13.1319,155.4905,60.1306,10.4131,7.6678,11.8196
242,2008,12,16,52.6300,2.2500,11.8976,13.5842,162.8028,62.7677,11.1625,8.1839,12.4461
243,2008,12,17,53.1800,2.2900,11.1159,13.1319,157.7778,62.3609,10.8913,8.5894,12.4155
244,2008,12,18,52.0800,2.2300,11.1495,12.9916,155.2953,61.0242,10.1776,7.7968,11.5063
245,2008,12,19,51.5600,2.2700,11.2206,12.9760,155.2402,60.6755,10.3060,7.8521,11.5216
246,2008,12,22,49.8400,2.0200,10.6895,12.7654,148.7037,59.5640,10.2347,7.3913,11.2389
247,2008,12,23,51.0800,1.9600,10.7693,12.6640,149.1592,58.5542,10.0420,7.2899,10.8951
248,2008,12,24,51.4400,1.9900,10.6022,12.7498,151.6266,58.4961,10.1561,7.1148,11.0403
249,2008,12,26,51.7800,2.1800,10.6982,12.6874,150.3303,59.0845,10.1205,6.9213,10.9639
250,2008,12,29,49.4000,2.1000,10.7980,12.4847,148.8589,59.0264,10.0848,7.1425,11.2084
251,2008,12,30,50.7600,2.2100,10.7581,12.6562,151.7067,60.6973,10.4845,7.3913,11.5827
252,2008,12,31,51.2800,2.1600,10.6409,12.7108,153.9790,61.1404,10.4630,7.4374,11.8578
253,2009,1,2,54.3600,2.3800,11.3141,13.2255,160.8208,63.4724,10.8484,8.0272,12.2551
254,2009,1,5,54.0600,2.6700,11.7916,13.3425,164.1892,63.0729,10.6415,8.1747,12.1176
255,2009,1,6,57.3600,2.7800,11.5971,13.8727,167.1972,64.8237,10.9698,8.4512,12.5683
256,2009,1,7,56.2000,2.6600,11.3465,13.5062,161.1662,63.7776,10.3060,7.9443,11.9036
257,2009,1,8,57.1600,2.7400,11.5572,13.6778,162.7578,63.3344,10.3845,7.7415,11.6744
