Year,Month,Day,AMZN,AMD,AAPL,CSCO,GOOGL,IBM,INTC,NVDA,TXN
2008,1,9,-11.030000000000001,-1.6099999999999994,-1.924900000000001,-0.23389999999999844,-16.011000000000024,-4.5020000000000095,-1.7965000000000018,-3.7970000000000006,-1.3948
2008,1,10,-10.949999999999989,-0.8099999999999996,-2.1083000000000034,-0.3977000000000004,-19.319300000000112,-3.5140999999999707,-1.4717999999999982,-4.110400000000002,-0.9024999999999999
2008,1,11,-7.710000000000008,0.0,-0.9175999999999966,-0.19490000000000052,-9.384299999999996,-2.441500000000005,-0.4698000000000011,-2.718799999999998,-0.4698999999999991
2008,1,14,-5.949999999999989,0.33000000000000007,0.14210000000000278,0.12480000000000047,2.2871999999999844,2.032200000000003,0.13819999999999943,1.7971000000000004,-0.0671999999999997
2008,1,15,-7.640000000000001,0.1200000000000001,-0.27550000000000097,0.32750000000000057,2.987899999999968,2.991900000000001,0.29710000000000214,-0.6820000000000022,-0.5818000000000012
2008,1,16,-4.8700000000000045,1.04,-2.4635,-0.8499999999999979,-18.643599999999992,2.3427000000000078,-1.9831000000000003,-4.773899999999998,-0.7309000000000019
2008,1,17,-4.140000000000001,0.3799999999999999,-2.1355999999999966,-1.4893999999999998,-22.992999999999995,0.8325999999999993,-2.218,-4.598799999999997,-0.8502999999999972
2008,1,18,-1.3199999999999932,0.8200000000000003,-1.4125000000000014,-1.2242999999999995,-19.01909999999998,4.043300000000002,-2.065999999999999,-2.0366999999999997,-0.32819999999999894
2008,1,22,-4.390000000000001,0.41999999999999993,-2.884900000000002,-2.191300000000002,-34.7697,-1.2065999999999946,-3.088599999999998,-4.8384,-1.0591000000000008
2008,1,23,-6.269999999999996,1.4399999999999995,-3.7364999999999995,-1.4192999999999998,-44.55949999999996,3.0131000000000085,-1.8725000000000005,-2.488299999999999,0.43270000000000053
2008,1,24,-2.6799999999999926,1.0099999999999998,-2.9971999999999994,-0.031200000000001893,-20.75079999999997,3.7257999999999925,0.5597000000000012,1.990599999999997,0.6861999999999995
2008,1,25,-2.5200000000000102,0.8100000000000005,-3.8499000000000017,-0.10139999999999816,-17.212199999999996,2.4132999999999925,0.4628999999999994,1.520699999999998,0.37299999999999756
2008,1,28,-3.940000000000012,0.3899999999999997,-3.9085,-0.15600000000000236,-22.157100000000014,1.1149000000000058,0.8912999999999993,-0.17510000000000048,0.6415000000000006
2008,1,29,-4.530000000000001,0.7800000000000002,-3.0046999999999997,0.45230000000000103,-16.93199999999996,3.4435000000000002,1.3058999999999976,1.668099999999999,1.111699999999999
2008,1,30,0.23999999999999488,0.05000000000000071,-0.8590000000000018,0.25739999999999696,-0.175200000000018,-0.31750000000000966,0.4906000000000006,1.068999999999999,0.48629999999999995
2008,1,31,0.030000000000001137,0.009999999999999787,-0.029899999999997817,-0.4756999999999998,-5.1001000000000545,0.14110000000000866,0.2832999999999988,-1.179599999999997,0.471700000000002
2008,2,1,-2.969999999999999,0.8499999999999996,0.4663000000000004,0.5769999999999982,-25.275300000000016,3.217799999999997,1.2231000000000005,1.760200000000001,1.3681000000000019
2008,2,4,-1.8699999999999903,0.45999999999999996,0.2043999999999997,-0.21829999999999927,-30.305300000000017,2.081699999999998,0.6288,1.262599999999999,0.7033999999999985
2008,2,5,-1.8599999999999994,-0.40000000000000036,-0.27179999999999893,-0.6237999999999992,-21.881800000000027,-0.7621000000000038,-0.17809999999999881,-0.9399999999999977,-0.47139999999999915
2008,2,6,-5.719999999999999,-0.8700000000000001,-1.2691999999999979,-0.9981999999999971,-23.303300000000007,-1.174199999999999,-0.44840000000000124,-0.8109999999999999,-1.0177000000000014
2008,2,7,-6.790000000000006,-1.0,-1.7604000000000024,-0.8734000000000002,-29.704699999999974,-3.0897999999999968,-0.6413999999999991,-0.03690000000000282,-1.3021999999999991
2008,2,8,-1.1299999999999955,-1.6600000000000001,-1.0311000000000003,-1.0916999999999994,0.3953999999999951,-3.8211999999999904,-0.9513999999999996,-1.7234000000000016,-1.4368000000000016
2008,2,11,1.2399999999999949,-1.6399999999999997,-0.27420000000000044,-0.23400000000000176,12.877899999999983,-1.6851000000000056,-0.27250000000000085,-0.8755999999999986,-0.7483000000000004
2008,2,12,2.3599999999999994,-0.7999999999999998,-0.5609999999999999,0.13250000000000028,5.650600000000026,1.3529999999999944,0.5422000000000011,1.483699999999999,0.42650000000000077
2008,2,13,9.240000000000009,-0.040000000000000036,0.9225999999999992,0.7641999999999989,16.47150000000002,3.4213000000000022,0.8967000000000009,2.497600000000002,1.0177000000000014
2008,2,14,4.890000000000001,-0.05999999999999961,0.775500000000001,0.11700000000000088,13.663699999999977,2.684599999999989,0.2850999999999999,-1.7879000000000005,0.7559000000000005
2008,2,15,-0.5400000000000063,0.11000000000000032,-0.10599999999999987,-0.18710000000000093,6.48150000000004,2.0471000000000004,-0.11130000000000173,-2.5067999999999984,0.3965999999999994
2008,2,19,-3.1099999999999994,0.21999999999999975,-0.9063999999999997,-0.49909999999999854,-6.111199999999968,-0.09919999999999618,-0.3614999999999995,-2.8846000000000025,-0.26940000000000097
2008,2,20,-0.8100000000000023,0.41999999999999993,-0.1296999999999997,-0.17930000000000135,-4.549500000000023,0.9350000000000023,-0.36150000000000126,-3.889099999999999,0.0
2008,2,21,-7.829999999999998,0.2599999999999998,-0.9799000000000007,-0.6783999999999999,-15.895900000000012,-1.0553999999999917,-0.6326,-5.280800000000003,-0.6660000000000004
